@relation features-weka.filters.unsupervised.attribute.Remove-R1

@attribute followers_count numeric
@attribute following_count numeric
@attribute bio_pronouns_count numeric
@attribute bio_NNP_tags numeric
@attribute bio_PRP_tags numeric
@attribute bio_Yes_freq_terms numeric
@attribute bio_No_freq_terms numeric
@attribute bio_auto_Yes_freq_terms numeric
@attribute name_auto_Yes_freq_terms numeric
@attribute bio_auto_No_freq_terms numeric
@attribute name_auto_No_freq_terms numeric
@attribute class {yes,no}

@data
37,40,0,4,0,0,0,2,0,0,0,?
37,202,0,3,0,0,0,0,0,1,0,?
37,99,0,6,0,0,0,5,0,0,0,?
36,292,0,0,0,0,0,0,0,0,0,?
37,161,5,0,4,1,0,7,0,1,0,?
37,279,0,15,0,3,0,11,0,1,0,?
37,115,0,3,0,2,0,3,0,0,0,?
37,254,0,2,0,1,1,4,0,0,0,?
37,74,0,6,0,0,0,3,1,1,0,?
37,112,0,5,0,0,0,2,0,0,0,?
37,5,0,10,0,0,0,6,0,0,0,?
38,94,0,0,0,0,0,2,0,0,0,?
37,68,0,8,0,0,0,8,0,0,0,?
37,75,0,9,0,1,0,4,0,1,0,?
37,99,0,5,0,0,0,3,1,0,0,?
37,55,0,1,0,1,1,4,0,0,0,?
37,109,2,5,1,0,0,12,0,1,0,?
37,337,4,0,1,3,0,8,0,0,0,?
37,284,1,3,1,2,0,14,0,0,0,?
37,242,3,0,2,0,1,7,0,1,0,?
37,58,0,0,0,0,0,1,0,0,0,?
37,47,0,5,0,0,0,2,0,1,0,?
38,278,0,6,0,0,0,6,0,0,0,?
37,280,0,0,0,2,1,1,1,0,0,?
37,189,0,10,0,1,0,7,0,0,0,?
37,108,0,8,0,0,0,2,0,1,0,?
37,124,0,10,0,0,0,7,1,0,0,?
37,218,1,2,1,0,0,5,0,0,0,?
37,49,0,0,0,0,0,2,0,0,0,?
41,1355,2,2,0,2,1,6,0,0,0,?
37,38,0,6,0,1,0,2,0,0,0,?
37,542,2,1,1,0,0,6,0,0,0,?
37,275,0,2,0,0,0,5,0,0,0,?
37,58,0,6,0,0,0,5,1,0,0,?
37,159,0,6,0,0,0,13,0,0,0,?
37,409,2,0,2,2,0,6,0,1,0,?
37,125,0,5,0,0,0,2,0,0,0,?
37,107,0,0,0,1,0,10,0,1,0,?
37,81,1,2,1,1,0,8,0,0,0,?
37,293,1,2,0,0,0,2,0,0,0,?
44,226,1,2,0,0,0,11,0,0,0,?
37,295,0,1,0,0,0,0,0,1,0,?
37,192,1,2,0,0,0,7,0,1,0,?
37,156,0,4,0,0,0,10,1,1,0,?
37,119,0,3,0,1,2,14,0,1,0,?
37,326,1,3,0,1,0,4,0,0,0,?
38,105,2,0,1,0,0,11,1,2,0,?
37,176,0,4,0,0,0,4,0,0,0,?
37,82,4,5,3,1,0,15,0,1,0,?
37,76,1,12,0,2,0,14,0,0,0,?
37,62,0,9,0,2,0,7,0,1,0,?
37,72,0,10,0,0,0,10,0,1,0,?
37,65,1,8,0,0,0,4,0,0,0,?
36,19,0,8,0,0,0,6,0,0,0,?
37,209,0,0,0,1,0,3,0,1,0,?
36,111,0,15,0,0,0,19,0,2,0,?
36,262,2,1,0,3,1,14,0,0,0,?
36,319,2,7,1,2,0,16,1,2,0,?
36,180,0,0,0,0,0,2,0,0,0,?
36,63,3,4,1,2,0,22,1,0,0,?
36,543,0,1,0,0,0,1,0,0,0,?
36,155,4,0,2,2,1,16,0,0,0,?
36,219,1,2,1,1,0,9,1,1,0,?
36,586,1,2,0,3,0,16,0,0,0,?
36,119,4,0,0,1,0,8,0,0,0,?
36,266,1,3,0,0,0,6,0,0,0,?
36,92,0,4,0,0,0,2,0,0,0,?
36,163,0,2,0,0,0,3,0,0,0,?
36,139,1,4,0,0,1,2,0,1,0,?
36,43,0,7,0,0,0,2,1,0,0,?
36,75,0,1,0,0,0,4,1,1,0,?
36,21,3,1,0,4,0,16,1,2,0,?
36,350,2,8,0,0,0,7,0,1,0,?
36,98,3,2,1,2,0,13,0,0,0,?
36,230,0,16,0,0,0,12,1,0,0,?
36,379,4,5,3,0,0,10,0,2,0,?
36,88,4,5,1,2,0,15,0,2,0,?
36,1255,1,0,0,1,0,3,0,0,0,?
36,118,0,0,0,1,0,2,0,0,0,?
36,19,0,1,0,0,0,1,0,0,0,?
36,106,3,6,3,1,0,10,1,1,0,?
36,17,0,0,0,2,0,7,0,1,0,?
36,118,0,1,0,0,0,11,0,0,0,?
36,63,0,3,0,0,0,12,0,0,0,?
36,71,1,0,0,1,0,3,1,1,0,?
36,9,0,12,0,0,0,12,0,1,0,?
36,130,6,4,3,5,1,17,1,0,0,?
36,94,0,6,0,0,0,4,0,0,0,?
36,117,0,3,0,0,0,14,0,0,0,?
36,183,0,13,0,0,0,7,1,1,0,?
36,52,0,6,0,0,0,2,0,1,0,?
36,35,1,6,0,3,0,11,1,1,0,?
36,11,0,12,0,0,0,6,0,0,0,?
36,170,5,0,3,3,1,16,0,0,0,?
36,296,0,8,0,1,0,19,1,0,0,?
36,999,0,0,0,1,0,6,0,0,0,?
36,371,0,7,0,1,0,4,1,1,0,?
36,149,5,2,2,3,1,19,0,0,0,?
36,249,0,4,0,0,0,2,0,0,0,?
36,1896,0,1,0,1,0,8,0,0,0,?
36,339,4,4,1,2,0,17,0,0,0,?
36,178,0,1,0,1,0,5,0,0,0,?
36,32,0,2,0,0,0,6,2,0,0,?
36,95,0,1,0,0,0,2,0,1,0,?
36,147,1,7,2,2,0,9,0,0,0,?
36,68,1,13,1,0,0,8,0,1,0,?
36,101,1,4,0,1,0,7,0,0,0,?
36,474,0,0,0,0,0,1,0,0,0,?
36,136,0,1,0,0,0,9,0,0,1,?
36,85,2,1,2,0,0,7,0,1,0,?
36,180,0,1,0,0,0,9,0,0,0,?
36,119,0,8,0,1,0,9,1,0,0,?
36,1847,2,0,2,1,0,13,0,0,0,?
36,81,0,0,0,0,0,1,0,0,0,?
36,112,1,3,0,3,0,8,1,0,0,?
36,193,0,0,0,1,0,8,0,1,0,?
36,105,0,2,0,0,0,5,0,0,0,?
36,77,1,5,0,2,0,6,0,0,0,?
36,267,0,1,0,1,0,7,1,0,0,?
36,108,0,2,0,1,0,5,1,0,0,?
36,262,0,10,0,1,0,7,0,1,0,?
36,315,0,0,1,1,0,9,0,0,0,?
37,297,3,3,0,3,0,14,1,0,0,?
36,209,0,5,0,0,0,5,1,0,0,?
36,139,0,7,0,1,0,7,0,1,0,?
36,106,2,1,0,1,0,8,0,1,0,?
36,74,0,3,0,0,0,5,0,0,0,?
36,187,0,8,0,0,0,3,0,0,0,?
36,216,0,1,0,1,1,7,1,0,0,?
36,195,2,2,0,1,0,13,0,1,0,?
36,253,0,0,1,2,0,13,0,1,0,?
37,928,0,3,0,0,0,1,1,0,0,?
36,10,1,4,0,1,0,10,1,0,0,?
36,238,0,1,1,1,0,15,1,2,0,?
36,41,2,1,1,0,0,15,0,1,0,?
36,1277,0,13,0,0,0,8,0,0,0,?
36,53,0,24,0,0,0,8,0,1,0,?
36,207,1,1,0,0,0,7,2,0,0,?
36,148,4,1,3,1,1,6,0,0,0,?
36,67,0,2,0,0,0,1,0,0,0,?
37,51,2,4,2,2,0,10,1,0,0,?
36,142,0,4,0,0,0,2,1,0,0,?
36,63,1,3,1,1,0,3,0,1,0,?
36,57,1,4,1,0,0,2,1,1,0,?
36,219,1,8,0,1,0,19,0,2,0,?
36,240,8,3,6,1,0,15,1,1,0,?
36,79,0,9,0,0,0,6,0,0,0,?
36,57,6,4,3,1,0,22,1,0,0,?
36,227,3,1,0,3,0,8,1,1,0,?
36,93,1,7,1,1,1,9,0,2,0,?
36,183,0,1,0,0,0,1,0,0,0,?
36,96,6,4,4,1,0,16,2,1,0,?
36,64,0,6,0,1,0,8,0,0,0,?
36,64,0,3,0,1,0,6,0,1,0,?
36,182,0,3,0,1,0,6,1,0,0,?
36,105,0,7,0,0,0,8,0,0,0,?
36,247,0,5,0,2,0,14,0,0,0,?
36,60,0,6,0,0,0,4,0,1,0,?
36,75,0,2,0,1,1,5,0,0,0,?
36,83,4,1,3,0,0,19,2,1,0,?
36,178,1,6,0,2,0,9,0,0,0,?
36,97,1,7,0,2,0,13,0,1,0,?
36,196,0,13,0,1,0,13,1,0,1,?
36,149,1,6,0,3,0,13,0,1,0,?
36,288,1,1,1,1,0,10,1,0,0,?
36,92,0,1,0,1,0,4,1,0,0,?
36,107,1,2,0,1,0,11,0,0,0,?
36,109,1,8,0,1,0,11,0,0,0,?
36,199,0,10,0,0,0,8,0,1,0,?
36,160,0,11,0,0,0,7,1,0,0,?
36,112,1,6,0,0,0,11,1,0,0,?
36,79,0,4,0,0,0,1,0,0,0,?
36,95,5,0,2,3,0,16,1,0,0,?
36,146,1,7,0,1,0,7,0,0,0,?
36,116,0,7,0,1,0,12,1,1,0,?
36,124,0,3,0,0,0,5,1,0,0,?
36,75,5,6,2,2,1,23,1,1,0,?
36,197,1,8,1,0,0,7,0,1,0,?
36,107,0,6,0,1,0,2,0,1,0,?
36,295,4,4,2,2,0,13,0,0,0,?
36,166,1,14,1,0,0,16,0,0,0,?
36,124,0,6,0,0,0,2,0,1,0,?
36,134,2,5,0,1,0,17,0,0,0,?
36,397,0,1,0,1,0,3,0,0,0,?
36,132,1,4,0,0,0,4,0,0,0,?
36,90,0,12,0,1,0,11,0,0,0,?
36,78,1,1,0,1,1,7,0,0,0,?
36,102,2,4,2,1,0,15,0,0,0,?
36,261,1,2,2,1,0,6,0,1,0,?
36,63,0,3,1,1,0,3,0,0,0,?
36,57,2,1,1,0,0,9,0,1,0,?
36,108,0,6,0,0,0,2,0,0,0,?
36,50,0,1,0,0,0,1,0,0,0,?
36,102,5,5,3,0,0,19,0,4,0,?
35,198,1,1,0,0,1,7,0,1,0,?
36,78,0,10,0,0,0,7,0,1,0,?
36,72,0,3,0,0,0,19,0,0,0,?
36,155,0,1,0,1,0,8,0,0,0,?
36,110,5,2,4,1,0,5,0,1,0,?
36,100,1,0,1,1,0,9,0,0,0,?
36,103,2,4,2,1,0,12,1,0,0,?
36,159,1,2,1,0,0,3,0,0,0,?
36,137,4,1,3,1,0,13,0,1,0,?
36,135,0,1,0,1,1,2,0,0,0,?
36,174,0,2,0,1,0,4,0,0,0,?
36,23,0,2,0,1,0,5,1,0,0,?
36,372,2,1,0,2,0,10,0,0,0,?
36,55,0,7,0,0,0,4,0,0,0,?
36,78,0,12,0,0,0,7,0,1,1,?
36,76,0,11,0,0,0,4,2,0,0,?
36,185,0,2,1,0,0,2,1,1,0,?
36,107,0,1,0,0,0,2,0,1,0,?
36,88,0,2,0,0,0,3,1,0,0,?
36,35,2,2,1,1,0,10,1,1,0,?
36,657,2,0,0,1,0,4,0,1,0,?
36,60,2,5,2,0,0,7,0,0,0,?
36,136,0,2,0,1,0,6,1,0,0,?
36,53,2,7,2,0,0,13,1,2,0,?
36,86,0,7,0,0,0,1,0,1,0,?
36,116,0,0,0,4,0,6,0,0,0,?
38,202,0,4,0,1,0,6,0,0,0,?
36,54,0,1,0,0,0,4,1,0,0,?
36,205,1,1,0,2,0,10,0,1,0,?
36,161,0,6,0,0,0,1,0,2,0,?
36,88,4,1,2,0,0,5,0,0,0,?
36,119,0,4,0,1,0,7,0,1,0,?
36,167,0,7,0,1,0,8,0,0,0,?
36,246,2,9,0,0,0,7,0,1,0,?
36,100,1,3,0,1,0,5,1,0,0,?
36,30,0,17,0,0,0,8,1,0,0,?
36,48,1,3,1,0,0,1,0,0,0,?
36,26,0,4,1,1,0,4,0,0,0,?
36,179,6,5,2,3,0,14,0,1,0,?
36,73,0,13,0,0,0,7,1,1,0,?
36,153,0,4,0,0,0,3,0,1,0,?
36,86,0,2,0,2,0,8,1,0,0,?
36,53,1,1,0,0,0,14,0,0,0,?
36,160,0,3,0,0,0,10,1,1,0,?
36,458,0,9,0,0,0,5,1,0,0,?
36,169,0,0,0,0,0,4,0,1,0,?
36,86,0,17,0,1,0,3,0,0,0,?
36,304,0,0,0,0,0,1,0,0,3,?
36,148,5,2,2,3,0,18,0,1,0,?
36,130,0,13,0,0,0,3,0,0,0,?
36,46,0,13,0,0,0,8,0,0,0,?
36,181,0,4,0,0,0,6,0,0,0,?
36,71,4,0,3,4,0,6,3,0,0,?
36,100,4,1,4,2,0,15,0,2,0,?
36,72,0,3,0,0,0,3,1,0,0,?
36,25,0,9,0,0,0,7,1,1,0,?
36,351,3,0,3,2,0,20,0,0,0,?
36,143,2,3,0,5,2,13,1,0,0,?
36,135,1,2,1,0,0,8,1,2,0,?
36,81,0,7,0,0,0,5,0,1,0,?
36,143,2,3,0,2,0,8,0,0,0,?
36,128,1,5,0,1,0,3,0,0,0,?
36,210,0,1,0,0,0,5,0,0,0,?
36,107,1,8,2,0,0,6,0,0,0,?
36,552,0,1,0,0,0,2,0,0,0,?
36,15,0,2,0,0,0,9,0,0,0,?
36,43,1,8,0,0,0,9,0,2,0,?
36,255,0,3,0,0,0,3,0,0,0,?
36,32,2,1,2,3,1,13,1,0,0,?
36,68,0,7,0,2,1,6,0,1,0,?
36,332,1,4,0,0,0,8,0,1,0,?
36,116,2,7,0,1,0,7,0,1,0,?
36,168,0,13,0,0,0,7,0,1,0,?
36,115,0,6,0,1,0,4,1,0,0,?
36,124,0,3,0,0,0,8,0,0,0,?
36,34,1,5,2,0,0,11,2,1,0,?
36,108,0,5,0,0,0,4,0,0,0,?
36,95,0,1,0,0,0,2,0,0,0,?
36,113,0,12,0,0,0,5,0,0,0,?
36,99,0,8,0,1,0,10,0,0,0,?
36,83,0,3,0,0,0,4,0,0,0,?
36,95,1,2,1,0,0,8,0,0,0,?
35,77,4,3,2,1,0,11,0,0,0,?
35,144,0,4,0,1,0,6,0,0,0,?
35,50,0,1,0,2,1,9,1,2,0,?
35,109,0,5,0,0,1,10,1,2,0,?
35,143,3,0,2,0,0,12,0,2,0,?
35,40,1,0,1,0,0,1,1,0,0,?
35,72,0,4,0,1,0,3,1,1,0,?
35,296,7,0,4,1,0,26,0,0,0,?
34,163,0,3,0,0,0,9,2,0,0,?
35,103,0,4,0,0,0,5,0,2,0,?
35,106,0,6,0,1,0,9,0,0,0,?
35,113,5,0,3,3,0,16,1,0,0,?
35,571,0,9,0,0,0,9,1,0,0,?
35,99,0,0,0,1,0,2,0,0,0,?
35,48,0,1,0,1,0,3,1,2,0,?
35,716,0,4,1,0,0,9,0,1,0,?
35,172,0,1,0,2,1,5,0,0,0,?
35,162,0,0,0,2,0,6,0,0,0,?
35,191,0,1,0,1,0,4,0,0,0,?
35,109,2,2,0,2,1,12,0,0,0,?
35,156,2,1,1,2,0,24,0,1,0,?
35,129,0,0,0,0,0,4,0,1,0,?
35,60,0,9,0,1,0,15,0,0,0,?
35,187,3,7,1,2,0,14,0,1,0,?
35,105,0,11,0,0,0,12,0,1,0,?
35,146,0,0,0,1,0,1,1,0,0,?
35,110,0,2,0,0,0,5,0,0,0,?
35,14,0,6,0,0,0,6,0,0,0,?
35,121,3,2,3,1,0,10,0,0,0,?
35,27,3,0,2,2,0,19,1,1,0,?
35,105,2,0,0,1,0,8,0,0,0,?
35,76,0,12,0,0,0,5,0,2,0,?
35,46,1,3,1,0,0,9,0,0,0,?
35,105,0,1,0,0,0,3,1,1,0,?
35,122,1,6,0,0,0,6,0,0,0,?
35,98,2,5,2,0,0,10,0,1,0,?
35,43,1,0,1,1,0,8,1,0,0,?
35,57,0,13,0,0,0,10,1,0,0,?
35,80,3,0,1,1,0,9,0,0,0,?
35,54,3,5,0,1,0,14,0,2,0,?
35,90,1,3,1,1,0,16,1,0,0,?
35,169,2,6,0,2,1,13,1,2,0,?
35,333,1,1,1,0,0,2,0,0,0,?
35,195,0,4,0,0,0,3,0,0,0,?
35,165,0,5,0,0,0,9,0,2,0,?
35,366,0,1,0,2,0,9,1,2,0,?
35,200,0,0,0,2,0,3,1,1,0,?
35,1721,0,1,0,0,0,2,0,0,0,?
35,119,1,0,0,1,0,4,0,0,0,?
35,173,3,0,0,3,1,12,1,0,0,?
35,105,3,2,0,0,0,10,0,0,0,?
35,92,0,3,0,0,0,7,0,0,0,?
34,68,0,4,0,3,0,8,0,0,0,?
35,176,0,4,0,0,0,5,0,0,0,?
35,712,0,8,0,1,1,3,0,1,0,?
35,400,0,5,0,0,0,8,3,0,0,?
35,43,5,8,3,1,0,23,0,1,0,?
35,72,0,2,0,0,0,3,1,2,0,?
35,181,0,1,0,0,0,4,0,0,0,?
35,54,0,0,0,0,0,4,2,0,0,?
35,80,0,5,0,0,0,3,1,0,0,?
35,40,0,1,0,0,0,1,1,0,0,?
35,132,2,1,0,0,0,11,1,1,0,?
35,454,3,6,1,4,0,12,0,0,0,?
35,78,4,0,2,3,0,21,0,1,0,?
35,185,3,2,1,4,0,17,0,1,0,?
35,209,0,10,0,0,0,9,0,2,0,?
35,89,0,6,0,0,0,8,0,1,0,?
35,60,2,1,1,1,0,6,1,0,1,?
35,149,1,9,1,0,0,8,2,0,0,?
35,116,0,8,0,0,0,6,0,1,0,?
35,144,0,0,0,0,0,0,1,0,0,?
35,83,0,4,0,0,0,5,0,0,0,?
35,82,1,3,0,1,0,9,1,0,0,?
35,130,0,10,0,0,0,6,0,1,0,?
35,70,0,0,0,0,0,1,0,0,0,?
35,80,1,13,0,0,0,11,0,1,0,?
35,64,3,3,1,0,0,5,0,6,0,?
35,94,2,3,1,1,0,21,0,0,0,?
35,251,2,0,0,2,0,11,1,0,0,?
35,329,0,2,0,0,0,1,1,0,0,?
35,114,2,2,2,1,0,5,1,0,0,?
35,390,0,4,0,0,0,2,0,0,0,?
35,163,1,3,1,2,0,16,0,1,0,?
35,314,2,1,0,3,0,9,0,0,0,?
35,33,0,1,0,1,0,9,0,1,0,?
36,383,3,0,1,0,0,13,1,1,0,?
35,78,0,4,0,0,0,1,0,0,0,?
35,20,1,5,1,0,0,2,0,1,0,?
35,240,0,7,0,0,0,1,0,0,0,?
35,53,1,3,0,1,1,6,0,0,0,?
35,280,2,10,1,0,0,13,1,0,0,?
35,193,1,6,0,2,0,9,0,0,0,?
35,100,1,0,0,2,0,10,1,1,0,?
35,108,6,3,2,1,0,15,0,1,0,?
35,757,0,3,0,0,0,1,1,0,0,?
35,265,0,1,0,0,0,7,0,0,0,?
35,83,3,5,1,3,0,8,0,1,0,?
35,114,0,4,0,0,0,1,1,1,0,?
34,40,7,1,2,6,0,19,1,2,0,?
35,16,0,2,0,1,0,3,0,1,0,?
35,77,1,3,0,1,0,14,0,0,0,?
35,115,1,6,0,2,0,11,0,1,0,?
35,71,0,1,0,1,0,3,1,0,0,?
35,232,3,0,2,2,0,16,0,1,0,?
35,273,0,4,0,0,0,2,1,0,0,?
35,65,0,4,0,0,0,2,2,0,0,?
35,119,3,2,1,3,0,14,0,0,0,?
35,167,5,0,3,2,0,21,0,3,0,?
35,295,0,3,0,0,0,1,0,0,0,?
35,208,0,3,0,0,0,3,1,0,0,?
35,66,1,0,0,3,0,5,1,0,0,?
35,196,0,0,0,0,0,6,0,1,0,?
35,145,2,2,1,0,0,6,0,1,0,?
35,101,0,4,0,0,0,4,1,0,0,?
35,123,0,3,0,0,0,5,0,0,0,?
35,197,0,5,0,0,0,4,1,0,0,?
35,143,0,0,0,0,0,3,0,0,0,?
35,55,5,7,2,4,0,14,0,1,0,?
35,61,0,3,0,0,0,1,0,0,0,?
35,60,0,1,0,0,0,5,1,0,0,?
35,80,3,0,1,2,0,10,1,2,0,?
35,143,0,1,0,0,0,9,1,0,0,?
35,107,3,0,2,2,0,16,1,1,0,?
35,230,1,0,0,3,0,5,0,0,0,?
35,123,2,8,0,0,0,12,1,0,0,?
35,65,0,1,0,1,0,9,1,0,0,?
35,74,6,5,6,0,0,13,1,0,0,?
35,43,0,1,0,0,0,11,1,0,0,?
35,160,0,10,0,1,0,6,0,1,0,?
35,123,1,1,1,0,1,4,2,1,0,?
35,182,1,2,0,3,0,9,0,2,0,?
35,184,0,4,0,0,0,6,0,0,0,?
35,49,0,4,0,2,0,14,0,0,0,?
35,60,2,0,0,1,0,15,1,0,0,?
35,158,2,1,2,1,0,14,1,0,0,?
35,59,0,3,0,1,0,3,0,1,0,?
35,47,3,6,0,0,0,13,0,2,0,?
35,162,6,2,0,7,0,19,0,0,0,?
35,39,1,1,1,0,0,2,0,0,0,?
35,103,0,3,0,1,0,3,0,1,0,?
35,101,0,2,0,0,0,3,0,0,0,?
35,290,2,2,0,1,1,11,0,1,0,?
35,243,0,0,0,1,0,9,1,0,0,?
35,44,0,0,0,1,0,3,1,0,0,?
35,54,1,6,0,1,0,4,1,0,0,?
35,131,1,1,1,3,0,5,0,0,0,?
35,231,0,2,0,0,0,2,0,0,0,?
35,122,0,18,0,0,0,3,0,1,0,?
35,62,0,2,0,1,0,10,0,0,0,?
35,30,2,3,2,1,0,10,0,0,0,?
35,53,0,14,0,0,0,12,0,1,0,?
35,79,2,7,0,2,0,11,1,0,0,?
35,97,0,1,0,0,0,2,1,0,0,?
35,178,2,0,0,0,0,6,0,2,0,?
35,63,4,6,1,1,0,15,1,1,0,?
35,148,1,11,0,1,0,13,0,0,0,?
34,54,0,11,0,1,0,4,0,0,0,?
35,3,1,3,0,2,0,8,0,0,0,?
35,85,2,7,2,0,0,8,1,0,0,?
35,217,1,2,0,1,0,4,0,0,0,?
35,209,3,7,1,0,0,10,0,0,0,?
35,32,0,3,0,0,0,2,0,1,0,?
35,118,1,5,1,0,0,10,0,2,0,?
35,144,0,12,0,0,0,8,0,0,0,?
35,34,0,2,1,0,0,3,0,0,0,?
35,127,1,4,0,1,0,4,1,0,0,?
35,161,0,2,0,0,0,3,0,0,0,?
35,162,3,1,1,0,0,6,0,0,0,?
35,39,2,3,2,1,0,7,0,0,0,?
35,113,0,1,0,0,0,8,0,0,0,?
35,60,1,11,1,0,0,4,0,1,0,?
35,172,4,1,4,2,0,14,1,1,0,?
35,21,4,1,0,2,0,21,1,1,0,?
35,69,0,1,0,1,0,6,0,2,0,?
35,75,1,9,1,0,0,0,0,0,0,?
35,42,0,0,0,0,0,3,0,1,0,?
35,42,1,4,1,0,0,2,1,4,0,?
35,262,0,1,0,0,0,7,0,1,0,?
33,144,0,4,0,1,0,4,1,0,0,?
35,60,0,4,0,0,0,10,0,0,0,?
35,94,0,6,0,0,0,3,1,1,0,?
35,58,1,5,0,0,0,6,1,0,0,?
35,202,3,2,1,1,0,14,0,0,0,?
35,78,0,5,0,2,0,4,0,2,0,?
35,381,1,0,0,3,0,8,0,0,0,?
35,218,1,8,0,0,0,9,0,1,0,?
35,36,0,7,0,0,0,5,1,0,0,?
35,47,0,5,0,0,0,10,0,1,0,?
35,206,1,0,1,0,0,12,0,2,0,?
35,45,0,6,0,0,0,4,0,0,0,?
35,119,0,8,0,2,0,14,0,0,0,?
35,65,0,4,1,1,0,16,1,1,0,?
35,21,1,16,0,0,0,16,0,0,0,?
36,216,1,1,1,1,0,9,0,1,0,?
35,334,0,10,0,0,0,7,0,1,0,?
35,100,3,8,2,0,0,14,0,1,0,?
35,46,0,5,0,2,0,2,0,0,0,?
35,161,2,0,0,0,0,5,0,0,0,?
35,70,1,8,1,1,0,7,1,0,0,?
35,144,0,3,0,0,0,1,0,0,0,?
35,55,0,8,0,0,0,16,1,0,0,?
36,85,1,8,0,0,0,9,0,1,0,?
35,49,3,2,2,1,0,7,0,0,0,?
35,149,4,0,3,2,1,9,1,1,0,?
35,139,0,0,0,1,0,3,0,0,0,?
35,61,2,5,0,1,0,10,0,0,0,?
35,124,2,2,0,2,0,11,1,0,0,?
35,299,0,1,0,0,0,2,0,1,0,?
35,28,1,6,0,0,0,1,0,1,0,?
35,290,3,0,3,1,0,17,1,1,0,?
35,145,0,1,0,2,0,4,1,0,0,?
35,38,0,2,0,0,0,4,0,1,0,?
35,100,0,6,0,0,0,7,1,0,0,?
35,230,1,8,1,0,0,2,1,2,0,?
35,44,4,9,3,0,0,13,0,0,0,?
35,72,0,6,0,0,0,3,0,1,0,?
35,95,0,7,0,2,0,2,0,0,0,?
35,225,0,1,0,0,0,8,0,0,0,?
35,151,5,0,3,3,0,13,0,1,0,?
35,91,0,1,0,0,0,1,0,0,0,?
35,72,1,3,1,0,0,5,0,0,0,?
35,127,6,1,4,1,0,19,1,3,0,?
35,53,0,5,0,0,0,6,0,0,0,?
34,62,0,10,0,0,0,14,0,0,0,?
34,118,1,1,0,1,0,13,1,1,0,?
34,181,1,3,0,1,0,15,0,1,0,?
34,557,0,2,0,1,0,7,1,0,0,?
34,128,2,2,0,2,0,9,1,0,0,?
34,20,0,3,0,0,0,2,0,0,0,?
34,780,1,10,1,1,0,18,0,2,0,?
34,21,1,3,0,2,0,9,1,1,0,?
34,120,0,5,0,0,0,1,0,0,0,?
34,685,1,0,0,0,0,8,0,1,0,?
34,79,4,7,3,0,0,13,2,1,0,?
34,371,0,1,0,1,0,5,1,0,0,?
34,88,0,1,0,0,0,7,0,0,0,?
34,44,0,6,0,0,0,2,1,0,0,?
34,125,0,3,0,0,0,4,1,0,0,?
34,203,0,1,0,0,0,5,0,0,0,?
34,472,6,3,6,3,1,13,1,0,0,?
34,276,2,2,0,2,0,7,0,1,0,?
34,66,0,0,0,0,0,0,0,0,0,?
34,101,1,8,0,0,0,7,1,0,0,?
34,151,6,0,2,3,0,21,0,1,0,?
34,434,0,5,0,0,0,10,1,0,1,?
34,164,1,1,0,0,0,6,0,0,1,?
34,41,0,15,0,0,0,7,0,0,0,?
34,66,0,1,0,0,0,3,0,0,0,?
34,26,3,1,2,0,0,7,0,0,0,?
34,188,1,0,1,0,0,5,1,0,0,?
33,155,3,3,1,1,0,17,0,0,0,?
34,161,2,10,0,3,0,11,1,0,0,?
34,286,5,0,4,2,0,14,2,1,0,?
34,151,3,4,1,1,0,6,0,0,0,?
34,245,4,8,3,0,0,21,1,2,0,?
34,77,0,1,0,0,0,4,1,0,0,?
34,311,7,1,4,1,0,22,0,1,0,?
34,250,0,0,0,0,0,7,0,0,0,?
34,56,3,8,0,2,1,13,0,0,0,?
34,169,1,1,0,1,0,3,0,0,0,?
34,264,2,1,2,3,0,10,0,1,0,?
34,37,0,2,0,3,0,6,0,0,0,?
34,113,0,4,0,1,0,4,0,1,0,?
34,226,0,1,0,0,0,2,0,0,0,?
34,186,1,2,0,2,0,16,0,0,0,?
34,32,0,5,0,0,0,4,0,0,0,?
34,110,1,8,1,0,0,3,0,0,0,?
34,148,0,9,0,0,0,6,0,0,0,?
34,197,1,0,0,2,0,14,1,0,0,?
34,156,8,0,5,2,0,17,1,2,1,?
34,193,0,3,0,0,0,2,0,0,0,?
34,107,0,1,0,1,0,6,0,0,0,?
34,76,0,4,0,0,0,7,0,0,0,?
34,87,0,0,0,3,2,6,2,0,0,?
34,194,0,0,0,2,0,10,0,2,0,?
34,169,0,0,0,0,0,5,0,2,0,?
34,138,0,2,0,0,0,3,0,1,0,?
34,286,3,0,1,1,0,11,1,0,0,?
34,273,0,0,0,0,0,0,0,0,0,?
34,98,6,1,3,1,0,11,0,1,0,?
34,48,0,3,0,1,0,7,0,1,0,?
34,146,2,0,0,5,1,5,0,0,0,?
35,321,0,3,0,0,0,5,0,0,0,?
34,181,2,4,2,0,0,6,0,2,0,?
34,93,6,2,4,2,1,12,0,0,0,?
35,440,0,1,0,0,0,5,0,1,0,?
34,112,0,7,0,0,0,7,0,0,0,?
33,185,0,11,0,0,0,9,1,0,0,?
33,185,2,6,1,3,0,10,1,0,0,?
34,120,0,3,0,3,0,10,1,0,0,?
34,293,0,0,0,0,0,6,1,0,0,?
34,117,4,9,2,0,0,10,0,2,0,?
34,138,1,4,0,0,0,6,1,0,0,?
34,77,0,7,0,0,0,4,0,1,0,?
34,92,1,0,1,2,0,5,1,1,0,?
34,161,0,2,0,1,0,4,0,0,0,?
